year,edition,edition_id,host_city,host_country_noc,is_host,country,country_noc,continent,is_defunct_entity,era,gold,silver,bronze,total,rank_in_edition,medal_share_pct,gold_ratio,n_countries_in_edition,edition_data_complete
1980,1980 Summer Olympics,20,Moscow,URS,False,Switzerland,SUI,Europe,False,Cold War (1948-1988),2,0,0,2,27,0.32,1.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,United Republic of Tanzania,TAN,Africa,False,Cold War (1948-1988),0,2,0,2,27,0.32,0.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Ireland,IRL,Europe,False,Cold War (1948-1988),0,1,1,2,27,0.32,0.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Belgium,BEL,Europe,False,Cold War (1948-1988),1,0,0,1,30,0.16,1.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,India,IND,Asia,False,Cold War (1948-1988),1,0,0,1,30,0.16,1.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Zimbabwe,ZIM,Africa,False,Cold War (1948-1988),1,0,0,1,30,0.16,1.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Uganda,UGA,Africa,False,Cold War (1948-1988),0,1,0,1,30,0.16,0.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Venezuela,VEN,Americas,False,Cold War (1948-1988),0,1,0,1,30,0.16,0.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Guyana,GUY,Americas,False,Cold War (1948-1988),0,0,1,1,30,0.16,0.0,36,True
1980,1980 Summer Olympics,20,Moscow,URS,False,Lebanon,LBN,Asia,False,Cold War (1948-1988),0,0,1,1,30,0.16,0.0,36,True
1984,1984 Summer Olympics,21,Los Angeles,USA,True,United States,USA,Americas,False,Cold War (1948-1988),83,61,30,174,1,25.29,0.477,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,West Germany,FRG,Europe,True,Cold War (1948-1988),17,19,23,59,2,8.58,0.288,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Romania,ROU,Europe,False,Cold War (1948-1988),20,16,17,53,3,7.7,0.377,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Canada,CAN,Americas,False,Cold War (1948-1988),10,18,16,44,4,6.4,0.227,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Great Britain,GBR,Europe,False,Cold War (1948-1988),5,11,21,37,5,5.38,0.135,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,People's Republic of China,CHN,Asia,False,Cold War (1948-1988),15,8,9,32,6,4.65,0.469,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Italy,ITA,Europe,False,Cold War (1948-1988),14,6,12,32,6,4.65,0.438,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Japan,JPN,Asia,False,Cold War (1948-1988),10,8,14,32,6,4.65,0.312,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,France,FRA,Europe,False,Cold War (1948-1988),5,7,16,28,9,4.07,0.179,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Australia,AUS,Oceania,False,Cold War (1948-1988),4,8,12,24,10,3.49,0.167,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Republic of Korea,KOR,Asia,False,Cold War (1948-1988),6,6,7,19,11,2.76,0.316,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Sweden,SWE,Europe,False,Cold War (1948-1988),2,11,6,19,11,2.76,0.105,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Yugoslavia,YUG,Europe,True,Cold War (1948-1988),7,4,7,18,13,2.62,0.389,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Netherlands,NED,Europe,False,Cold War (1948-1988),5,2,6,13,14,1.89,0.385,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Finland,FIN,Europe,False,Cold War (1948-1988),4,2,6,12,15,1.74,0.333,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,New Zealand,NZL,Oceania,False,Cold War (1948-1988),8,1,2,11,16,1.6,0.727,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Brazil,BRA,Americas,False,Cold War (1948-1988),1,5,2,8,17,1.16,0.125,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Switzerland,SUI,Europe,False,Cold War (1948-1988),0,4,4,8,17,1.16,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Mexico,MEX,Americas,False,Cold War (1948-1988),2,3,1,6,19,0.87,0.333,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Denmark,DEN,Europe,False,Cold War (1948-1988),0,3,3,6,19,0.87,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Spain,ESP,Europe,False,Cold War (1948-1988),1,2,2,5,21,0.73,0.2,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Belgium,BEL,Europe,False,Cold War (1948-1988),1,1,2,4,22,0.58,0.25,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Austria,AUT,Europe,False,Cold War (1948-1988),1,1,1,3,23,0.44,0.333,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Kenya,KEN,Africa,False,Cold War (1948-1988),1,0,2,3,23,0.44,0.333,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Portugal,POR,Europe,False,Cold War (1948-1988),1,0,2,3,23,0.44,0.333,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Jamaica,JAM,Americas,False,Cold War (1948-1988),0,1,2,3,23,0.44,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Norway,NOR,Europe,False,Cold War (1948-1988),0,1,2,3,23,0.44,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Türkiye,TUR,Europe,False,Cold War (1948-1988),0,0,3,3,23,0.44,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Venezuela,VEN,Americas,False,Cold War (1948-1988),0,0,3,3,23,0.44,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Morocco,MAR,Africa,False,Cold War (1948-1988),2,0,0,2,30,0.29,1.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Greece,GRE,Europe,False,Cold War (1948-1988),0,1,1,2,30,0.29,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Nigeria,NGR,Africa,False,Cold War (1948-1988),0,1,1,2,30,0.29,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Puerto Rico,PUR,Americas,False,Cold War (1948-1988),0,1,1,2,30,0.29,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Algeria,ALG,Africa,False,Cold War (1948-1988),0,0,2,2,30,0.29,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Pakistan,PAK,Asia,False,Cold War (1948-1988),1,0,0,1,35,0.15,1.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Colombia,COL,Americas,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Côte d'Ivoire,CIV,Africa,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Egypt,EGY,Africa,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Ireland,IRL,Europe,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Peru,PER,Americas,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Syrian Arab Republic,SYR,Asia,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Thailand,THA,Asia,False,Cold War (1948-1988),0,1,0,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Cameroon,CMR,Africa,False,Cold War (1948-1988),0,0,1,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Chinese Taipei,TPE,Asia,False,Cold War (1948-1988),0,0,1,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Dominican Republic,DOM,Americas,False,Cold War (1948-1988),0,0,1,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Iceland,ISL,Europe,False,Cold War (1948-1988),0,0,1,1,35,0.15,0.0,47,True
1984,1984 Summer Olympics,21,Los Angeles,USA,False,Zambia,ZAM,Africa,False,Cold War (1948-1988),0,0,1,1,35,0.15,0.0,47,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Soviet Union,URS,Europe,True,Cold War (1948-1988),55,31,46,132,1,17.86,0.417,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,East Germany,GDR,Europe,True,Cold War (1948-1988),37,35,30,102,2,13.8,0.363,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,United States,USA,Americas,False,Cold War (1948-1988),36,31,27,94,3,12.72,0.383,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,West Germany,FRG,Europe,True,Cold War (1948-1988),11,14,15,40,4,5.41,0.275,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Bulgaria,BUL,Europe,False,Cold War (1948-1988),10,12,13,35,5,4.74,0.286,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,True,Republic of Korea,KOR,Asia,False,Cold War (1948-1988),12,10,11,33,6,4.47,0.364,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,People's Republic of China,CHN,Asia,False,Cold War (1948-1988),5,11,12,28,7,3.79,0.179,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Romania,ROU,Europe,False,Cold War (1948-1988),7,11,6,24,8,3.25,0.292,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Great Britain,GBR,Europe,False,Cold War (1948-1988),5,10,9,24,8,3.25,0.208,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Hungary,HUN,Europe,False,Cold War (1948-1988),11,6,6,23,10,3.11,0.478,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,France,FRA,Europe,False,Cold War (1948-1988),6,4,6,16,11,2.17,0.375,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Poland,POL,Europe,False,Cold War (1948-1988),2,5,9,16,11,2.17,0.125,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Italy,ITA,Europe,False,Cold War (1948-1988),6,4,4,14,13,1.89,0.429,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Japan,JPN,Asia,False,Cold War (1948-1988),4,3,7,14,13,1.89,0.286,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Australia,AUS,Oceania,False,Cold War (1948-1988),3,6,5,14,13,1.89,0.214,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,New Zealand,NZL,Oceania,False,Cold War (1948-1988),3,2,8,13,16,1.76,0.231,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Yugoslavia,YUG,Europe,True,Cold War (1948-1988),3,4,5,12,17,1.62,0.25,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Sweden,SWE,Europe,False,Cold War (1948-1988),0,4,7,11,18,1.49,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Canada,CAN,Americas,False,Cold War (1948-1988),3,2,5,10,19,1.35,0.3,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Kenya,KEN,Africa,False,Cold War (1948-1988),5,2,2,9,20,1.22,0.556,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Netherlands,NED,Europe,False,Cold War (1948-1988),2,2,5,9,20,1.22,0.222,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Czechoslovakia,TCH,Europe,True,Cold War (1948-1988),3,3,2,8,22,1.08,0.375,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Brazil,BRA,Americas,False,Cold War (1948-1988),1,2,3,6,23,0.81,0.167,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Norway,NOR,Europe,False,Cold War (1948-1988),2,3,0,5,24,0.68,0.4,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Denmark,DEN,Europe,False,Cold War (1948-1988),2,1,1,4,25,0.54,0.5,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Finland,FIN,Europe,False,Cold War (1948-1988),1,1,2,4,25,0.54,0.25,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Spain,ESP,Europe,False,Cold War (1948-1988),1,1,2,4,25,0.54,0.25,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Switzerland,SUI,Europe,False,Cold War (1948-1988),0,2,2,4,25,0.54,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Morocco,MAR,Africa,False,Cold War (1948-1988),1,0,2,3,29,0.41,0.333,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Türkiye,TUR,Europe,False,Cold War (1948-1988),1,1,0,2,30,0.27,0.5,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Jamaica,JAM,Americas,False,Cold War (1948-1988),0,2,0,2,30,0.27,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Argentina,ARG,Americas,False,Cold War (1948-1988),0,1,1,2,30,0.27,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Belgium,BEL,Europe,False,Cold War (1948-1988),0,0,2,2,30,0.27,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Mexico,MEX,Americas,False,Cold War (1948-1988),0,0,2,2,30,0.27,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Austria,AUT,Europe,False,Cold War (1948-1988),1,0,0,1,35,0.14,1.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Portugal,POR,Europe,False,Cold War (1948-1988),1,0,0,1,35,0.14,1.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Suriname,SUR,Americas,False,Cold War (1948-1988),1,0,0,1,35,0.14,1.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Chile,CHI,Americas,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Costa Rica,CRC,Americas,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Indonesia,INA,Asia,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Islamic Republic of Iran,IRI,Asia,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Netherlands Antilles,AHO,Americas,True,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Peru,PER,Americas,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Senegal,SEN,Africa,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,United States Virgin Islands,ISV,Americas,False,Cold War (1948-1988),0,1,0,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Colombia,COL,Americas,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Djibouti,DJI,Africa,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Greece,GRE,Europe,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Mongolia,MGL,Asia,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Pakistan,PAK,Asia,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Philippines,PHI,Asia,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1988,1988 Summer Olympics,22,Seoul,KOR,False,Thailand,THA,Asia,False,Cold War (1948-1988),0,0,1,1,35,0.14,0.0,52,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Unified Team,EUN,Europe,True,Post-Cold War (1992-2000),45,38,29,112,1,13.74,0.402,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,United States,USA,Americas,False,Post-Cold War (1992-2000),37,34,37,108,2,13.25,0.343,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Germany,GER,Europe,False,Post-Cold War (1992-2000),33,21,28,82,3,10.06,0.402,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,People's Republic of China,CHN,Asia,False,Post-Cold War (1992-2000),16,22,16,54,4,6.63,0.296,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Cuba,CUB,Americas,False,Post-Cold War (1992-2000),14,6,11,31,5,3.8,0.452,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Hungary,HUN,Europe,False,Post-Cold War (1992-2000),11,12,7,30,6,3.68,0.367,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Republic of Korea,KOR,Asia,False,Post-Cold War (1992-2000),12,5,12,29,7,3.56,0.414,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,France,FRA,Europe,False,Post-Cold War (1992-2000),8,5,16,29,7,3.56,0.276,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Australia,AUS,Oceania,False,Post-Cold War (1992-2000),7,9,11,27,9,3.31,0.259,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,True,Spain,ESP,Europe,False,Post-Cold War (1992-2000),13,7,2,22,10,2.7,0.591,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Japan,JPN,Asia,False,Post-Cold War (1992-2000),3,8,11,22,10,2.7,0.136,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Great Britain,GBR,Europe,False,Post-Cold War (1992-2000),5,3,12,20,12,2.45,0.25,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Italy,ITA,Europe,False,Post-Cold War (1992-2000),6,5,8,19,13,2.33,0.316,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Poland,POL,Europe,False,Post-Cold War (1992-2000),3,6,10,19,13,2.33,0.158,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Canada,CAN,Americas,False,Post-Cold War (1992-2000),7,4,7,18,15,2.21,0.389,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Romania,ROU,Europe,False,Post-Cold War (1992-2000),4,6,8,18,15,2.21,0.222,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Bulgaria,BUL,Europe,False,Post-Cold War (1992-2000),3,7,6,16,17,1.96,0.188,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Netherlands,NED,Europe,False,Post-Cold War (1992-2000),2,6,7,15,18,1.84,0.133,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Sweden,SWE,Europe,False,Post-Cold War (1992-2000),1,7,4,12,19,1.47,0.083,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,New Zealand,NZL,Oceania,False,Post-Cold War (1992-2000),1,4,5,10,20,1.23,0.1,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Democratic People's Republic of Korea,PRK,Asia,False,Post-Cold War (1992-2000),4,0,5,9,21,1.1,0.444,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Kenya,KEN,Africa,False,Post-Cold War (1992-2000),2,4,2,8,22,0.98,0.25,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Czechoslovakia,TCH,Europe,True,Post-Cold War (1992-2000),4,2,1,7,23,0.86,0.571,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Norway,NOR,Europe,False,Post-Cold War (1992-2000),2,4,1,7,23,0.86,0.286,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Türkiye,TUR,Europe,False,Post-Cold War (1992-2000),2,2,2,6,25,0.74,0.333,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Denmark,DEN,Europe,False,Post-Cold War (1992-2000),1,1,4,6,25,0.74,0.167,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Indonesia,INA,Asia,False,Post-Cold War (1992-2000),2,2,1,5,27,0.61,0.4,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Finland,FIN,Europe,False,Post-Cold War (1992-2000),1,2,2,5,27,0.61,0.2,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Jamaica,JAM,Americas,False,Post-Cold War (1992-2000),0,3,1,4,29,0.49,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Nigeria,NGR,Africa,False,Post-Cold War (1992-2000),0,3,1,4,29,0.49,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Brazil,BRA,Americas,False,Post-Cold War (1992-2000),2,1,0,3,31,0.37,0.667,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Morocco,MAR,Africa,False,Post-Cold War (1992-2000),1,1,1,3,31,0.37,0.333,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Ethiopia,ETH,Africa,False,Post-Cold War (1992-2000),1,0,2,3,31,0.37,0.333,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Latvia,LAT,Europe,False,Post-Cold War (1992-2000),0,2,1,3,31,0.37,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Belgium,BEL,Europe,False,Post-Cold War (1992-2000),0,1,2,3,31,0.37,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Croatia,CRO,Europe,False,Post-Cold War (1992-2000),0,1,2,3,31,0.37,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Independent Olympic Athletes,IOA,Mixed/Other,False,Post-Cold War (1992-2000),0,1,2,3,31,0.37,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Islamic Republic of Iran,IRI,Asia,False,Post-Cold War (1992-2000),0,1,2,3,31,0.37,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Greece,GRE,Europe,False,Post-Cold War (1992-2000),2,0,0,2,39,0.25,1.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Ireland,IRL,Europe,False,Post-Cold War (1992-2000),1,1,0,2,39,0.25,0.5,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Algeria,ALG,Africa,False,Post-Cold War (1992-2000),1,0,1,2,39,0.25,0.5,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Estonia,EST,Europe,False,Post-Cold War (1992-2000),1,0,1,2,39,0.25,0.5,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Lithuania,LTU,Europe,False,Post-Cold War (1992-2000),1,0,1,2,39,0.25,0.5,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Austria,AUT,Europe,False,Post-Cold War (1992-2000),0,2,0,2,39,0.25,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Namibia,NAM,Africa,False,Post-Cold War (1992-2000),0,2,0,2,39,0.25,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,South Africa,RSA,Africa,False,Post-Cold War (1992-2000),0,2,0,2,39,0.25,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Israel,ISR,Asia,False,Post-Cold War (1992-2000),0,1,1,2,39,0.25,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Mongolia,MGL,Asia,False,Post-Cold War (1992-2000),0,0,2,2,39,0.25,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Slovenia,SLO,Europe,False,Post-Cold War (1992-2000),0,0,2,2,39,0.25,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Switzerland,SUI,Europe,False,Post-Cold War (1992-2000),1,0,0,1,50,0.12,1.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Chinese Taipei,TPE,Asia,False,Post-Cold War (1992-2000),0,1,0,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Mexico,MEX,Americas,False,Post-Cold War (1992-2000),0,1,0,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Peru,PER,Americas,False,Post-Cold War (1992-2000),0,1,0,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Argentina,ARG,Americas,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Colombia,COL,Americas,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Ghana,GHA,Africa,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Malaysia,MAS,Asia,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Pakistan,PAK,Asia,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Philippines,PHI,Asia,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Puerto Rico,PUR,Americas,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Qatar,QAT,Asia,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Suriname,SUR,Americas,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,Thailand,THA,Asia,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1992,1992 Summer Olympics,23,Barcelona,ESP,False,The Bahamas,BAH,Americas,False,Post-Cold War (1992-2000),0,0,1,1,50,0.12,0.0,64,True
1996,1996 Summer Olympics,24,Atlanta,USA,True,United States,USA,Americas,False,Post-Cold War (1992-2000),44,32,25,101,1,12.0,0.436,79,True
1996,1996 Summer Olympics,24,Atlanta,USA,False,Germany,GER,Europe,False,Post-Cold War (1992-2000),20,18,27,65,2,7.72,0.308,79,True
1996,1996 Summer Olympics,24,Atlanta,USA,False,Russian Federation,RUS,Europe,False,Post-Cold War (1992-2000),26,21,16,63,3,7.48,0.413,79,True
1996,1996 Summer Olympics,24,Atlanta,USA,False,People's Republic of China,CHN,Asia,False,Post-Cold War (1992-2000),16,22,12,50,4,5.94,0.32,79,True
1996,1996 Summer Olympics,24,Atlanta,USA,False,Australia,AUS,Oceania,False,Post-Cold War (1992-2000),9,9,23,41,5,4.87,0.22,79,True
1996,1996 Summer Olympics,24,Atlanta,USA,False,France,FRA,Europe,False,Post-Cold War (1992-2000),15,7,15,37,6,4.39,0.405,79,True
1996,1996 Summer Olympics,24,Atlanta,USA,False,Italy,ITA,Europe,False,Post-Cold War (1992-2000),13,10,12,35,7,4.16,0.371,79,True
